Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Macclesfield,Exeter,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Northampton,Rotherham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Peterboro,Southend,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Plymouth,Darlington,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Shrewsbury,Mansfield,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,York,Hull City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Carlisle,York,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Darlington,Leyton Orient,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Halifax,Cheltenham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Hartlepool,Barnet,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Lincoln,Peterboro,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Macclesfield,Mansfield,5,2,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Northampton,Swansea City,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Plymouth,Exeter,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Rochdale,Hull City,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Rotherham,Torquay,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Shrewsbury,Chester,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/11/99,Southend,Brighton & Hove Albion,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,05/11/99,Swansea City,Halifax,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Barnet,Darlington,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Brighton & Hove Albion,Hartlepool,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Cheltenham,Carlisle,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Chester,Plymouth,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Exeter,Southend,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Hull City,Rotherham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Leyton Orient,Northampton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Mansfield,Lincoln,5,2,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Peterboro,Shrewsbury,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,Torquay,Rochdale,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,06/11/99,York,Macclesfield,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Carlisle,Peterboro,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Darlington,Torquay,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Halifax,Exeter,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Lincoln,York,4,2,H,,,,,,,,,,,,,,,,,,,,,
